Port,Protocol,Count
31972,unknown,1
28111,unknown,1
51866,unknown,1
11826,igmp,11
28873,prm,1
14860,tcp,12
3748,eigrp,9
7737,unknown,1
51905,pim,8
1053,sctp,7
17490,dsr,1
45257,udp,9
39739,ospfigp,7
18066,vrrp,13
48861,ddx,1
63155,igmp,11
14276,fc,1
61022,vrrp,7
928,ospfigp,7
13465,mtp,16
59838,udp,9
36666,ipv6-icmp,1
56079,ipx-in-ip,3
41130,unknown,1
808,ipip,1
731,unknown,1
3646,gre,1
46948,gre,6
61038,udp,15
4551,cftp,1
19782,gre,15
64998,ospfigp,8
43369,tcp,10
30931,ddp,12
2466,pvp,1
55850,trunk-1,1
5053,vrrp,10
31480,sctp,7
58978,sctp,11
56843,pim,4
65085,sctp,10
21304,unknown,1
16061,unknown,1
4208,gre,6
39963,eigrp,11
2489,tcp,7
27867,icmp,8
27426,unknown,1
35517,ipx-in-ip,5
2544,esp,9
3770,gre,13
16949,wb-expak,1
5486,unknown,1
33898,ggp,1
46197,compaq-peer,1
27742,idrp,1
41482,unknown,1
34236,unknown,1
6401,icmp,11
12726,xnet,17
53380,unknown,1
42017,unknown,1
58532,ipx-in-ip,1
17101,ipx-in-ip,12
39073,ospfigp,1
24066,vmtp,1
21567,ospfigp,12
54855,unknown,1
7821,unknown,1
24193,ax.25,1
8206,nsh,1
49176,unknown,1
46243,pim,11
52724,bbn-rcc-mon,1
361,unknown,1
38826,udp,5
24424,secure-vmtp,1
4409,icmp,13
4688,tcp,10
59150,unknown,1
54755,snp,1
58706,eigrp,9
47079,xnet,7
38670,sctp,7
53043,wb-mon,1
51520,gre,7
33843,unknown,1
9836,unknown,1
11990,ddp,5
64160,unknown,1
9332,unknown,1
44067,il,10
35978,nsh,5
23634,igmp,10
38389,hmp,1
60043,unknown,1
45445,sctp,8
32397,igmp,1
21509,unknown,1
64798,unknown,1
25380,gre,7
54419,unknown,1
54830,igmp,6
12345,larp,7
9155,eigrp,9
22052,unknown,1
53621,vrrp,5
48076,mpls-in-ip,1
18615,ax.25,1
38792,igmp,8
54004,pim,9
24427,unknown,1
51476,ipx-in-ip,12
8311,udp,1
52465,ddp,1
28100,igmp,11
23798,unknown,1
58321,unknown,1
62811,unknown,1
51085,pim,9
2344,eigrp,10
51,udp,5
259,larp,11
26006,ah,8
28741,icmp,9
5807,smp,1
33973,icmp,12
26797,rdp,9
17835,unknown,1
14168,pim,5
33389,unknown,1
22715,pim,7
39454,udp,1
7713,vrrp,8
39781,igmp,12
3887,gre,15
54613,vrrp,1
33105,gre,5
46835,vrrp,11
26508,ospfigp,7
31374,unknown,1
26338,udp,14
21407,pim,10
28736,rsvp,1
57925,sctp,11
36028,crudp,1
56129,eigrp,14
15024,unknown,1
45563,rdp,8
17258,pim,6
19992,vrrp,7
15799,unknown,1
12907,mtp,4
51795,sctp,5
31536,unknown,1
37481,gre,10
23878,igmp,9
47310,pim,13
38587,sm (deprecated),1
41924,visa,1
58064,il,1
33432,tcp,11
39027,igmp,13
30786,sctp,12
4226,icmp,9
62761,vrrp,11
8946,st,1
22146,sctp,6
22186,unknown,1
59735,unknown,1
18932,vrrp,9
29159,srp,1
50796,sctp,12
49095,unknown,1
13290,unknown,1
14838,ospfigp,11
26141,ospfigp,9
20358,pim,3
39620,udplite,1
39560,icmp,7
34880,unknown,1
57606,gre,11
53506,nsh,17
31341,gre,7
788,tcp,6
58409,fire,1
60824,esp,6
39858,icmp,7
38001,unknown,1
45696,sctp,7
7996,rdp,14
46040,ddp,10
48500,icmp,11
62876,etherip,1
30327,eigrp,6
4136,tcp,10
55810,udp,8
9525,tcp,11
38846,igmp,17
11480,idpr,1
16892,xnet,7
35474,mtp,7
24869,mobility header,1
12748,udp,12
49948,tcp,8
10796,icmp,5
51366,rdp,7
14900,ah,1
24580,eigrp,10
32015,dsr,1
33133,ipcomp,1
25922,udp,12
13827,icmp,10
31737,snp,1
52978,ipcv,1
59191,micp (deprecated),1
61736,eigrp,1
59386,xnet,12
35625,sctp,10
39421,gre,7
62988,unknown,1
59365,mtp,1
3533,pim,5
59102,igmp,9
26017,vrrp,1
15931,sctp,11
21261,tcp,6
48809,trunk-2,1
26878,unknown,1
60339,unknown,1
4828,tcp,7
13517,mtp,13
44173,tcp,6
10107,idrp,1
56590,icmp,8
49328,unknown,1
36435,eigrp,4
24782,unknown,1
51144,vrrp,11
64441,sat-mon,1
18495,il,8
14555,pim,9
7900,vrrp,11
6816,ipv6,1
41627,udp,10
19350,manet,1
52106,ipv4,1
14510,eigrp,13
37607,iso-tp4,1
1400,gre,8
52754,vrrp,9
23386,sctp,9
36065,tcp,8
64364,stp,1
6314,esp,7
5725,udp,1
1789,igmp,7
6533,ospfigp,11
17250,unknown,1
7532,cphb,1
42833,unknown,1
43814,unknown,1
16069,nvp-ii,1
20613,icmp,6
45937,sctp,13
18837,esp,15
32274,unknown,1
31483,ipcomp,1
9826,gre,17
37391,tcp,6
26920,igmp,10
56123,esp,1
30874,kryptolan,1
63333,ospfigp,10
28489,st,1
23697,encap,1
63409,gre,13
9655,pim,13
53504,encap,1
64347,ospfigp,8
17229,ospfigp,9
8607,mfe-nsp,1
33641,sctp,9
12251,ah,8
19820,udp,6
61631,tcp,9
64803,ipx-in-ip,5
64982,icmp,14
10362,unknown,1
53603,icmp,7
24422,ospfigp,9
24308,xtp,1
9513,encap,1
33762,vines,1
45068,sctp,17
18835,rdp,12
44037,udp,7
17020,vrrp,8
3686,unknown,1
52782,gmtp,1
14080,sctp,7
55345,ipv6-opts,1
63092,ah,9
64231,unknown,1
35087,larp,10
45099,udp,7
30748,eigrp,6
2415,sctp,6
55547,unknown,1
7731,udp,4
41117,unknown,1
7372,ospfigp,8
38639,unknown,1
10556,ethernet,1
17322,tcp,9
50956,unknown,1
60072,sm (deprecated),1
32276,ah,6
33730,sun-nd,1
61450,unknown,1
52931,unknown,1
60453,rvd,1
61538,unknown,1
24457,eigrp,10
29130,tcp,7
63920,gre,9
8728,sctp,7
24915,secure-vmtp,1
27084,tcf,1
20736,il,8
63940,vrrp,10
52994,icmp,14
4347,udp,14
64358,pim,12
4206,igmp,9
6144,iplt,1
54062,unknown,1
15278,gre,5
55371,tcp,7
26755,udp,10
51960,unknown,1
54620,tcp,4
28382,unknown,1
25442,sctp,7
37924,pim,13
28056,eigrp,1
15917,igmp,10
935,nsh,11
34489,sat-mon,1
3848,unknown,1
60927,unknown,1
16441,icmp,7
12873,nsh,11
8806,esp,10
13648,cbt,1
5791,tcp,1
51813,gre,7
25252,sctp,8
27292,gmtp,1
25928,rdp,10
32804,stp,1
56328,icmp,11
2174,sctp,11
56583,icmp,9
20959,sctp,7
6386,unknown,1
1833,unknown,1
28065,gre,9
59543,igmp,9
40232,sps,1
58536,unknown,1
3562,unknown,1
14914,gre,14
58579,nvp-ii,1
51189,ospfigp,11
2157,igmp,7
25817,pgm,1
12272,sctp,11
6778,vrrp,8
56109,il,6
2172,wsn,1
3930,mpls-in-ip,1
45289,vrrp,7
54184,mpls-in-ip,1
15755,micp (deprecated),1
61228,igmp,9
34613,il,11
20087,unknown,1
31659,il,8
19218,ddp,5
56482,esp,10
36690,unknown,1
58019,unknown,1
46368,compaq-peer,1
32006,tcp,6
3563,pim,12
30523,ethernet,1
62717,sm (deprecated),1
29662,unknown,1
59658,igmp,8
17956,pim,8
27969,sctp,12
9364,sctp,9
23829,pim,10
17328,unknown,1
47641,eigrp,6
56954,unknown,1
623,uti,1
15661,min-ipv4,1
27562,icmp,8
38856,il,1
7217,vrrp,8
56379,sctp,7
2198,unknown,1
54657,hip,1
49689,vrrp,9
60895,gre,9
17166,unknown,1
41675,tcp,9
52863,ipcv,1
49182,manet,1
39313,rvd,1
40973,igmp,13
14466,unknown,1
51729,pim,7
33597,unknown,1
4098,ipv6,1
47083,eigrp,1
57188,sctp,6
53377,unknown,1
54766,ospfigp,10
44324,sctp,14
39603,ah,12
26085,unknown,1
55319,unknown,1
14374,nsh,5
32730,ospfigp,6
35716,ospfigp,12
143,pim,6
57025,iatp,1
65209,unknown,1
38386,eigrp,8
59071,sps,1
4590,sctp,8
48417,uti,1
28884,vrrp,11
36659,argus (deprecated),1
6424,unknown,1
32344,ipip,1
52390,ax.25,1
19270,pim,10
12552,unknown,1
12463,ospfigp,7
62183,tcp,5
21631,pim,14
5600,ospfigp,15
5793,vrrp,10
42293,ipcv,1
54374,st,1
38095,prm,1
28245,nsh,6
63237,unknown,1
29844,sun-nd,1
2125,stp,1
55959,gre,8
61147,vrrp,10
44202,ospfigp,7
3580,udp,11
10011,manet,1
50418,ah,6
21204,esp,1
5046,hopopt,1
723,rdp,11
41289,igmp,7
15807,unknown,1
42418,ipv6-nonxt,1
9129,ah,7
17793,mtp,8
32817,eigrp,13
50939,vrrp,9
40156,unknown,1
4184,iso-ip,1
26052,pim,10
41360,mpls-in-ip,1
48958,eigrp,4
19004,unknown,1
35119,eigrp,12
20634,vrrp,6
25414,esp,1
3405,unknown,1
9544,nsh,10
49214,unknown,1
32417,tcp,11
1703,pim,9
1554,unknown,1
29000,udp,11
51184,tcp,11
41107,sat-expak,1
12180,udp,10
42174,unknown,1
19799,eigrp,7
58694,trunk-1,1
27434,ippc,1
39186,icmp,15
958,pim,9
33532,icmp,13
40062,eigrp,8
26485,sctp,9
65485,ospfigp,10
21015,mtp,14
20653,il,9
11250,ah,8
55160,tcp,8
64048,icmp,6
61975,sctp,7
47011,pim,5
58232,ax.25,1
38435,eigrp,6
37848,pim,6
64487,tp++,1
19174,unknown,1
23160,ipx-in-ip,6
56951,egp,1
41389,compaq-peer,1
26139,smp,1
42796,pim,1
36711,dcn-meas,1
16995,pim,7
15082,ospfigp,8
64905,ddp,5
44372,ospfigp,4
26134,pim,13
7757,ddp,7
42573,kryptolan,1
9998,xnet,11
14549,pim,10
31470,igmp,7
32960,eigrp,6
24277,ospfigp,9
39566,prm,1
53746,vrrp,6
24999,igmp,10
17403,trunk-1,1
32079,mfe-nsp,1
9400,br-sat-mon,1
62864,sm (deprecated),1
1592,eigrp,12
9350,tcp,5
19843,unknown,1
54568,igmp,10
35116,igmp,7
6333,min-ipv4,1
10574,il,7
1170,uti,1
38880,udp,11
17624,vrrp,12
17685,ospfigp,11
20366,unknown,1
6535,prm,1
53348,icmp,6
52594,unknown,1
61643,rdp,9
41065,tcp,7
55477,pim,9
48448,unknown,1
3340,igmp,14
56117,esp,8
6191,unknown,1
2890,unknown,1
17607,unknown,1
14504,sctp,11
42102,sctp,9
39536,tcp,1
20594,dccp,1
1587,pim,14
29558,unknown,1
24417,unknown,1
13604,unknown,1
8582,icmp,5
37336,netblt,1
24400,eigrp,9
1916,gre,11
48412,eigrp,5
24963,hmp,1
21007,ospfigp,6
50680,udp,4
18470,sctp,7
23658,vrrp,7
6812,ah,1
64113,ethernet,1
41354,igmp,11
48081,unknown,1
13311,udp,12
15187,sctp,12
33427,unknown,1
13845,tcp,10
1347,gre,9
41208,unknown,1
17372,icmp,9
55120,vrrp,3
10851,ah,7
417,udp,1
47396,unknown,1
50154,gre,13
21665,larp,5
34420,ddp,9
5940,eigrp,5
8114,sctp,11
38087,unknown,1
53971,mtp,6
36885,unknown,1
6322,ipx-in-ip,10
12490,vrrp,13
11957,tcf,1
22336,esp,7
25168,gmtp,1
36469,unknown,1
12513,udp,8
60856,unknown,1
4142,udp,7
45758,gre,13
29815,udp,7
64973,unknown,1
47667,udp,11
28957,unknown,1
28409,ipcv,1
31698,ipx-in-ip,10
3235,ipv4,1
3645,igmp,8
3937,tcp,8
29622,tcp,11
9509,gre,1
12471,unknown,1
18679,gre,8
17455,unknown,1
55636,gre,20
4173,unknown,1
54854,tp++,1
53471,leaf-1,1
29413,larp,7
51849,igmp,8
57809,icmp,8
22981,mtp,12
59869,unknown,1
46379,scps,1
20495,ospfigp,4
10030,igmp,11
31579,unknown,1
47447,unknown,1
50058,pim,25
1800,igmp,7
42079,ax.25,1
28179,eigrp,10
36754,iptm,1
11449,sctp,10
56556,sctp,1
41129,rdp,8
43640,pim,13
52663,mtp,8
33193,nsh,13
6164,vrrp,8
51368,iptm,1
41697,unknown,1
43477,unknown,1
48868,hopopt,1
7259,larp,8
37570,unknown,1
35537,xns-idp,1
12913,crtp,1
59893,pvp,1
24332,eigrp,15
20260,icmp,9
48314,unknown,1
6789,pipe,1
39931,vrrp,5
23900,unknown,1
19150,sctp,11
28982,ah,9
11850,unknown,1
65336,unknown,1
24882,iptm,1
24772,eigrp,13
40207,unknown,1
38153,rdp,14
50269,tcp,14
6461,gre,5
38710,nsh,9
41669,ospfigp,10
11307,vrrp,14
46915,mobility header,1
57725,eigrp,7
60518,l2tp,1
56370,gre,8
3618,compaq-peer,1
14190,dccp,1
17979,icmp,9
15754,icmp,8
50183,unknown,1
21080,vrrp,16
39015,unknown,1
20623,crtp,1
25904,vrrp,12
40365,sctp,7
43149,sun-nd,1
63528,sctp,10
64545,tcp,8
37628,sm (deprecated),1
60651,unknown,1
62852,igmp,14
22048,gre,7
61301,dccp,1
51672,eigrp,9
64412,icmp,10
23596,ax.25,1
27725,unknown,1
10081,isis over ipv4,1
63239,icmp,1
6872,eigrp,9
44217,bbn-rcc-mon,1
4120,unknown,1
15216,il,12
36183,sctp,9
19241,xnet,14
6259,eigrp,8
38991,xtp,1
4380,esp,11
63556,unknown,1
7332,tcp,9
12619,rvd,1
60702,unknown,1
4573,gre,7
40141,icmp,8
20751,udp,11
14776,leaf-1,1
24224,ipx-in-ip,9
36699,tlsp,1
62293,swipe (deprecated),1
65373,argus (deprecated),1
35941,igmp,12
50158,qnx,1
10138,udp,10
62494,sps,1
2487,unknown,1
21689,udp,9
55516,icmp,7
60012,icmp,9
46478,mtp,11
65255,unknown,1
65503,gre,9
59358,rdp,9
37240,gre,3
53549,skip,1
34284,ipip,1
10298,ah,7
33203,ah,11
9718,tcp,11
8107,igmp,12
58355,udp,1
214,vrrp,6
5831,udp,11
41522,tcp,9
3381,mobility header,1
23077,il,1
4247,il,6
13566,sctp,8
36743,iso-tp4,1
25145,mfe-nsp,1
7886,ipx-in-ip,9
21421,larp,12
50660,unknown,1
12707,pvp,1
492,ipx-in-ip,11
15442,gre,14
7162,unknown,1
57482,tcp,8
4817,sctp,7
57978,unknown,1
10504,unknown,1
27202,trunk-1,1
58242,igmp,4
61184,igmp,14
16967,gre,9
1606,br-sat-mon,1
60106,ospfigp,5
26152,xnet,9
19967,unknown,1
12935,il,11
29535,unknown,1
49855,pim,8
27986,mfe-nsp,1
60940,unknown,1
58207,il,15
13695,gre,10
26516,unknown,1
44210,esp,12
46724,mtp,1
3060,igp,1
14879,unknown,1
63956,igmp,7
35075,unknown,1
64468,emcon,1
58021,pim,13
1322,vrrp,9
15757,pim,9
20271,ipv6-frag,1
63367,tcp,11
38776,unknown,1
38254,idpr-cmtp,1
6987,ethernet,1
9310,sctp,16
33223,icmp,7
16985,esp,1
29521,ipx-in-ip,5
11605,xnet,6
20789,eigrp,8
29575,ipx-in-ip,9
32784,gre,12
43100,mtp,15
13428,tcp,13
8964,ospfigp,8
20746,unknown,1
44405,unknown,1
8645,il,7
63671,ipx-in-ip,7
9435,eigrp,9
45794,unknown,1
12099,secure-vmtp,1
21372,ospfigp,8
5656,xnet,11
7529,unknown,1
46535,eigrp,7
57017,sun-nd,1
22810,mtp,5
11632,unknown,1
21998,unknown,1
22019,unknown,1
24687,eigrp,1
54218,icmp,15
42336,unknown,1
50111,pim,13
5656,rsvp-e2e-ignore,1
54908,ospfigp,14
17167,xns-idp,1
38943,ospfigp,7
29839,tcp,5
52387,pim,6
28708,nsh,3
28369,unknown,1
59291,ddp,7
6847,unknown,1
61599,eigrp,12
36734,ipx-in-ip,9
27722,sctp,9
1257,vrrp,10
24568,igmp,11
40203,pim,9
50182,eigrp,8
50891,3pc,1
57031,nsh,11
17701,unknown,1
18510,unknown,1
5280,sctp,5
48901,esp,1
54486,pim,10
15585,vrrp,15
63355,wb-mon,1
4251,l2tp,1
21714,gre,13
7699,l2tp,1
52353,gre,8
43726,eigrp,10
22600,rsvp,1
58800,dccp,1
39947,pim,6
5846,unknown,1
17404,ospfigp,7
4026,sctp,11
19681,unknown,1
42587,aris,1
17634,vrrp,7
8905,ipx-in-ip,11
56342,nsfnet-igp,1
36030,icmp,3
30996,eigrp,9
41211,unknown,1
21649,scps,1
38310,leaf-1,1
51577,unknown,1
46907,dsr,1
16182,ddx,1
31810,esp,12
28795,unknown,1
45325,unknown,1
51798,crtp,1
35552,unknown,1
30408,unknown,1
38282,unknown,1
61093,argus (deprecated),1
938,ospfigp,6
44159,unknown,1
59053,tcp,8
12709,xnet,10
51040,leaf-2,1
62363,igmp,1
48732,a/n,1
6044,xnet,10
51266,udp,4
14197,unknown,1
8576,unknown,1
55,ipx-in-ip,8
14779,vrrp,11
10419,ipx-in-ip,10
62417,icmp,6
50802,udp,8
47950,pim,6
56602,rdp,14
33934,unknown,1
21818,pim,8
25382,encap,1
44912,vrrp,5
22845,unknown,1
58984,nsh,1
61472,kryptolan,1
15208,vrrp,6
30589,sctp,7
18402,sctp,9
1384,ospfigp,7
33524,rsvp-e2e-ignore,1
18114,unknown,2
38307,vrrp,8
42496,udp,5
28974,gre,10
52530,eigrp,9
10308,udp,13
39671,ospfigp,11
4360,tcp,4
490,ospfigp,6
6566,netblt,1
61119,3pc,1
7309,merit-inp,1
51809,tlsp,1
7807,rvd,1
61877,hopopt,1
12017,ospfigp,7
25626,unknown,1
64203,ospfigp,7
47553,ospfigp,17
39790,pim,7
44347,xnet,6
14192,pim,10
51299,sctp,9
46536,eigrp,12
28586,mux,1
32359,icmp,13
19655,icmp,11
32086,gre,2
36228,3pc,1
37243,ah,7
16129,tp++,1
31750,pim,11
65227,icmp,10
54602,xnet,1
9760,ospfigp,13
44633,ipx-in-ip,4
9569,ddp,7
5200,esp,10
23530,unknown,1
7602,narp,1
15687,pim,9
57916,eigrp,1
14086,unknown,1
33823,unknown,1
36869,nsh,14
52287,eigrp,1
45201,unknown,1
35663,unknown,1
48446,vrrp,7
22926,pim,5
64889,unknown,1
49323,gre,7
43157,larp,16
33687,ddp,9
6250,gre,5
55486,unknown,2
3970,esp,1
56295,unknown,1
53056,icmp,10
49329,ddp,1
3333,igmp,7
65343,rdp,12
18656,eigrp,10
58871,unknown,1
57266,unknown,1
5456,rdp,10
50415,udp,13
36291,xnet,6
49650,rdp,6
58570,micp (deprecated),1
63049,unknown,1
46010,unknown,1
61547,igmp,8
41297,unknown,1
65516,sctp,7
31709,gre,12
39877,pim,5
62036,nsh,7
2474,gre,7
30041,unknown,1
37251,wb-mon,1
63054,ipx-in-ip,12
1592,cphb,1
1399,wb-mon,1
60983,unknown,1
31907,sctp,14
21463,ddp,10
32387,aris,1
15072,iso-tp4,1
26014,ospfigp,6
18768,igmp,16
55872,ddp,13
33691,unknown,1
41474,iso-tp4,1
12818,tcp,11
41796,ospfigp,7
61023,gre,7
277,unknown,1
62059,tcp,1
40987,ospfigp,13
62011,vrrp,8
63596,ah,12
62402,ah,6
827,ospfigp,16
30284,igmp,7
12068,sctp,9
30333,ddx,1
58419,unknown,1
16221,mtp,10
8841,mux,1
40571,eigrp,13
24301,ipx-in-ip,11
8639,tcp,13
61508,pim,11
46288,unknown,1
14800,sctp,10
45338,unknown,2
24369,eigrp,7
12192,unknown,1
7686,unknown,2
33552,crtp,1
17882,trunk-2,1
19625,vrrp,4
32443,iso-ip,1
21010,gre,12
64299,tcp,1
2097,pipe,1
8318,unknown,1
4510,i-nlsp,1
35655,icmp,10
55766,gre,6
12339,ospfigp,10
33137,eigrp,7
38295,unknown,1
23251,vrrp,8
29910,tcp,6
33780,icmp,5
3481,larp,1
44432,udplite,1
21665,eigrp,15
52146,igmp,7
64179,ddp,1
28207,ospfigp,8
34313,il,11
59756,udp,9
22284,gre,5
31326,eigrp,10
49604,igmp,11
59570,tcp,11
27535,tcp,15
50037,ddx,1
22934,vrrp,9
55288,udp,6
11390,pim,12
17800,sctp,9
9218,unknown,1
40498,hmp,1
39678,ipx-in-ip,8
20898,tcp,7
32181,vrrp,3
55843,iplt,1
11875,ospfigp,5
52275,tcp,8
13599,unknown,1
39756,esp,6
55511,eigrp,10
20947,ddp,1
9425,icmp,9
31147,sctp,12
59709,tcp,13
6495,nsh,11
54064,pim,10
4689,pim,9
23590,icmp,9
33553,tp++,1
44103,il,1
3574,ospfigp,8
13556,sctp,8
16176,trunk-2,1
25452,ah,5
17577,gre,7
24894,esp,1
46361,qnx,1
35156,unknown,1
39691,ospfigp,11
20001,unknown,1
2524,tcp,4
34272,unknown,1
48831,gre,9
53283,udp,11
40770,unknown,1
55347,ospfigp,1
12098,xnet,1
57495,iplt,1
41735,unknown,1
34921,xnet,10
57022,eigrp,13
7502,unknown,1
49479,compaq-peer,1
48142,larp,9
17013,tp++,1
56130,ddp,6
34220,hmp,1
52308,icmp,8
40854,udp,7
30499,ospfigp,11
37065,leaf-1,1
10664,esp,7
2168,gre,10
52814,unknown,1
3257,udp,10
63903,ddp,6
10410,mtp,11
28427,unknown,1
31998,eigrp,7
32918,larp,1
20578,eigrp,5
45621,udp,8
13654,eigrp,10
50456,udp,8
53231,sprite-rpc,1
47639,unknown,1
22490,iplt,1
47843,tcp,7
58877,vrrp,8
20484,il,10
17534,pup,1
61947,udp,10
25223,unknown,1
59678,il,9
52999,ospfigp,1
12519,udp,7
62210,eigrp,11
6733,unknown,1
38798,sctp,10
21719,gre,9
39295,icmp,9
33101,unknown,2
62198,eigrp,10
12927,igmp,11
30972,iso-ip,1
34090,tcp,4
882,igmp,5
41662,ospfigp,14
3172,gre,6
12961,igmp,9
40390,ipx-in-ip,9
34646,eigrp,11
37255,unknown,1
44071,unknown,1
47946,ddp,11
17985,tcp,11
10924,udp,8
54612,icmp,12
16678,rdp,6
6906,gre,10
31863,esp,10
49958,eigrp,7
7943,igmp,2
64829,sun-nd,1
12927,ospfigp,4
39351,igp,1
17214,unknown,1
34562,igmp,11
34701,icmp,9
10712,unknown,1
6873,unknown,1
47392,ipx-in-ip,7
11443,vrrp,12
15779,eigrp,11
6581,unknown,1
29513,shim6,1
49135,ospfigp,7
8659,gre,9
62440,udp,9
22060,larp,8
38609,unknown,1
58635,ipv6-nonxt,1
46789,pim,12
28791,udp,9
22820,eigrp,5
30596,xns-idp,1
33698,fc,1
45818,crtp,1
33974,vrrp,8
34335,tcp,6
43672,unknown,1
49321,unknown,1
60499,unknown,1
52279,unknown,1
16411,unknown,1
54963,gre,13
56710,vrrp,8
9422,ddp,5
5273,ethernet,1
38996,ippc,1
2626,unknown,1
5889,unknown,1
33258,esp,7
46771,udp,12
5596,vrrp,4
8707,idpr-cmtp,1
42470,sun-nd,1
35022,unknown,1
31918,ospfigp,8
23929,ah,11
65492,icmp,12
50720,xtp,1
26032,hopopt,7
59617,br-sat-mon,1
27546,eigrp,8
8069,unknown,1
22822,unknown,1
18172,ospfigp,6
51350,gre,13
47,ospfigp,6
41124,st,1
12557,egp,1
59890,ospfigp,5
23360,tcp,1
12391,secure-vmtp,1
58488,unknown,1
16168,ah,11
15686,icmp,8
29563,eigrp,5
10007,shim6,1
13952,larp,1
42034,scc-sp,1
8009,vrrp,10
6615,sctp,12
6224,tcp,10
3421,rdp,12
38977,fc,1
4847,ospfigp,1
53312,skip,1
23630,pim,12
20683,esp,12
40843,ospfigp,5
64432,icmp,11
42730,igmp,1
52173,igmp,1
15982,gre,11
60813,unknown,1
36295,igmp,9
28054,ddp,8
63867,gre,10
50675,scc-sp,1
61044,unknown,1
15282,smp,1
1196,scc-sp,1
62097,ddx,1
19447,compaq-peer,1
13406,unknown,1
16887,rsvp,1
53344,unknown,1
2003,ipx-in-ip,16
16203,icmp,10
49857,ospfigp,10
43349,vrrp,15
15087,larp,11
35978,prm,1
62771,vrrp,11
33963,sctp,6
2342,smp,1
50175,tcp,7
62631,dcn-meas,1
64986,unknown,1
27864,pim,1
39263,unknown,1
40014,larp,8
64857,trunk-2,1
9676,icmp,9
7665,swipe (deprecated),1
46723,rdp,5
50281,skip,1
7163,sps,1
16231,tcp,10
44929,rdp,6
16777,rdp,9
6139,igmp,9
50336,esp,1
62452,stp,1
33426,tcp,14
20712,esp,11
22750,xnet,20
43840,unknown,1
20054,unknown,1
23196,sctp,8
2865,hopopt,1
61450,vrrp,7
46356,igmp,10
34839,pim,8
44865,pim,9
21975,unknown,1
53535,sctp,7
16420,pim,11
30653,pim,4
59097,xns-idp,1
45413,larp,12
57071,unknown,1
2837,unknown,1
1795,unknown,1
33761,udp,11
12578,tcp,10
34042,pim,6
52913,stp,1
11707,ddp,13
4279,ggp,1
23821,eigrp,9
34656,ipx-in-ip,4
33226,srp,1
60111,igmp,9
64171,xnet,13
2432,scps,1
40886,ospfigp,11
57879,vines,1
37779,igmp,10
9010,unknown,1
16361,udp,7
7415,nsh,6
63043,igmp,5
3486,ah,8
37261,vrrp,7
41165,nsh,5
32682,eigrp,4
32104,unknown,1
30872,ipv4,1
23747,udp,9
595,tcp,17
42551,dsr,1
44364,unknown,1
25477,udp,12
60727,ospfigp,5
50708,sdrp,1
55000,unknown,1
1716,unknown,1
18252,icmp,11
21238,ospfigp,7
50585,icmp,7
12450,tcp,6
38224,ospfigp,3
50677,igmp,6
8012,sctp,6
48555,fire,1
8570,tcp,15
23457,icmp,14
1841,igmp,6
57202,ipx-in-ip,6
31012,eigrp,8
24034,udplite,1
53206,qnx,1
54817,ipip,1
33045,tcp,7
56249,uti,1
46622,aggfrag,1
40681,gre,11
34090,icmp,6
16104,ddp,11
64199,i-nlsp,1
9641,unknown,1
1800,visa,1
47641,vrrp,8
22494,nsh,1
318,unknown,1
59378,unknown,1
52638,sctp,7
25862,ospfigp,5
55149,iso-tp4,1
33372,il,5
6972,gre,10
20245,eigrp,11
28496,unknown,1
60104,unknown,1
33444,igmp,10
31559,unknown,1
26439,nsh,12
6830,unknown,1
55672,gre,6
27966,sctp,9
29939,pim,4
2503,ddx,1
30448,unknown,1
36069,unknown,1
40615,ospfigp,15
54970,mobility header,1
22701,iptm,1
21415,unknown,1
36027,kryptolan,1
44272,ipv6-icmp,1
20670,mtp,5
38003,bbn-rcc-mon,1
14977,ipx-in-ip,9
23631,scps,1
5017,unknown,1
64800,esp,1
34448,sscopmce,1
45211,unknown,1
33878,pim,11
51083,unknown,1
65354,udp,12
27439,eigrp,4
6319,esp,7
1294,sctp,9
2326,gre,3
9177,sdrp,1
59793,tcp,12
18753,ospfigp,8
25975,udp,10
59595,dccp,1
58694,vrrp,9
19571,gre,8
4939,sctp,1
49843,rdp,5
40008,icmp,8
12143,il,11
53847,sctp,7
5174,unknown,1
59485,icmp,9
33954,unknown,1
22213,larp,6
30871,sctp,9
29400,mtp,8
60611,nsh,9
63600,unknown,1
22146,unknown,1
38247,nsh,9
20870,unknown,1
20839,pnni,1
56483,unknown,1
62931,vrrp,8
28810,unknown,1
34763,unknown,1
27284,unknown,1
52336,eigrp,9
23793,icmp,7
50251,udp,12
62253,tcp,12
29628,igmp,3
56564,unknown,1
14331,sctp,11
29605,pim,4
8142,tcp,11
46078,vrrp,10
18679,ospfigp,5
14367,tcp,5
4731,unknown,1
55805,ospfigp,12
64427,larp,1
19312,gre,6
20698,tcp,6
11553,larp,13
31299,sctp,6
45457,nsh,1
4940,tcf,1
32385,unknown,1
36814,sctp,13
58167,tcp,9
7216,hip,1
6423,gmtp,1
46225,unknown,1
14126,tcp,8
59401,vrrp,8
63200,il,1
61450,udp,8
34869,tcp,10
8488,ippc,1
60637,cbt,1
47670,gre,8
28860,uti,1
40936,iplt,1
39558,larp,10
7195,unknown,1
41910,unknown,1
54542,vrrp,10
14816,icmp,9
30053,icmp,12
33115,tcp,7
11373,esp,9
37993,sctp,8
